14,55,50,993,
14,56,1,633020,
1000
[[ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
 [-5.30754605, -5.3101757 , -5.29801359, -5.3101757 , -5.30475205, -5.3101757 , -5.29521959, -5.27516855],
 [-5.30080759, -5.3101757 , -5.29176818, -5.3101757 , -5.29883535, -5.3101757 , -5.29028901, -5.26958055],
 [-5.29538394, -5.3101757 , -5.28733065, -5.3101757 , -5.29472653, -5.3101757 , -5.28700195, -5.26744397],
 [-5.29226124, -5.3101757 , -5.28322183, -5.3101757 , -5.29078206, -5.3101757 , -5.28338619, -5.26481432],
 [-5.28963159, -5.3101757 , -5.28026348, -5.3101757 , -5.28782371, -5.30836782, -5.28190701, -5.26399256],
 [-5.28979595, -5.3101757 , -5.2809209 , -5.3101757 , -5.28815242, -5.31001135, -5.28371489, -5.2666222 ],
 [-5.2927543 , -5.3101757 , -5.28355054, -5.3101757 , -5.29078206, -5.3101757 , -5.28749501, -5.27138843],
 [-5.29850665, -5.3101757 , -5.28880983, -5.3101757 , -5.29538394, -5.3101757 , -5.29357606, -5.27829125],
 [-5.30524511, -5.3101757 , -5.29472653, -5.3101757 , -5.30031453, -5.3101757 , -5.29932841, -5.28486536],
 [-5.3101757 , -5.3101757 , -5.30113629, -5.3101757 , -5.30655994, -5.3101757 , -5.30491641, -5.29078206],
 [-5.3101757 , -5.3101757 , -5.30623123, -5.3101757 , -5.3101757 , -5.3101757 , -5.30836782, -5.29357606],
 [-5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.29604135],
 [-5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.29817794],
 [-5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.29620571],
 [-5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.29209689],
 [-5.3101757 , -5.3101757 , -5.30803911, -5.3101757 , -5.3101757 , -5.3101757 , -5.30491641, -5.28585148],
 [-5.3101757 , -5.3101757 , -5.30212241, -5.3101757 , -5.30853217, -5.3101757 , -5.29916406, -5.27894866],
 [-5.30491641, -5.3101757 , -5.2955483 , -5.3101757 , -5.30245112, -5.3101757 , -5.2927543 , -5.2725389 ],
 [-5.29817794, -5.3101757 , -5.28930289, -5.3101757 , -5.29686312, -5.3101757 , -5.28782371, -5.26826573],
 [-5.29357606, -5.3101757 , -5.28535842, -5.3101757 , -5.2927543 , -5.3101757 , -5.28502972, -5.26596479],
 [-5.29061771, -5.3101757 , -5.28174266, -5.3101757 , -5.28913854, -5.30951829, -5.28223572, -5.26399256],
 [-5.28880983, -5.3101757 , -5.27977043, -5.3101757 , -5.28749501, -5.30836782, -5.2812496 , -5.26399256],
 [-5.2899603 , -5.3101757 , -5.28108525, -5.3101757 , -5.28831677, -5.3101757 , -5.28387925, -5.26744397],
 [-5.29390477, -5.3101757 , -5.2843723 , -5.3101757 , -5.29143947, -5.3101757 , -5.28880983, -5.27336067],
 [-5.30031453, -5.3101757 , -5.29045336, -5.3101757 , -5.29686312, -5.3101757 , -5.29505524, -5.28026348],
 [-5.30754605, -5.3101757 , -5.29686312, -5.3101757 , -5.30245112, -5.3101757 , -5.30162935, -5.28667324],
 [-5.3101757 , -5.3101757 , -5.30310853, -5.3101757 , -5.30803911, -5.3101757 , -5.30623123, -5.29193253],
 [-5.3101757 , -5.3101757 , -5.3073817 , -5.3101757 , -5.3101757 , -5.3101757 , -5.30935394, -5.29406912],
 [-5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.29669877],
 [-5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.29752053],
 [-5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.29472653],
 [-5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.30886088, -5.28979595],
 [-5.3101757 , -5.3101757 , -5.30590252, -5.3101757 , -5.3101757 , -5.3101757 , -5.30277982, -5.28305748],
 [-5.30968264, -5.3101757 , -5.29965712, -5.3101757 , -5.30590252, -5.3101757 , -5.29669877, -5.27648337],
 [-5.30245112, -5.3101757 , -5.29324736, -5.3101757 , -5.30047888, -5.3101757 , -5.29111077, -5.27023796],
 [-5.29653441, -5.3101757 , -5.28765936, -5.3101757 , -5.2955483 , -5.3101757 , -5.28749501, -5.26760832],
 [-5.29258994, -5.3101757 , -5.28371489, -5.3101757 , -5.29143947, -5.3101757 , -5.28420795, -5.26547173],
 [-5.28979595, -5.3101757 , -5.28059219, -5.3101757 , -5.28798807, -5.30820347, -5.28141395, -5.26366385],
 [-5.28897418, -5.3101757 , -5.27993478, -5.3101757 , -5.28765936, -5.30886088, -5.28223572, -5.26547173],
 [-5.29111077, -5.3101757 , -5.28207136, -5.3101757 , -5.28913854, -5.3101757 , -5.28519407, -5.26925185],
 [-5.295877  , -5.3101757 , -5.28650889, -5.3101757 , -5.293083  , -5.3101757 , -5.29111077, -5.27566161],
 [-5.30245112, -5.3101757 , -5.29242559, -5.3101757 , -5.29850665, -5.3101757 , -5.29686312, -5.28240007],
 [-5.31001135, -5.3101757 , -5.29916406, -5.3101757 , -5.304259  , -5.3101757 , -5.30294417, -5.28880983],
 [-5.3101757 , -5.3101757 , -5.30491641, -5.3101757 , -5.30984699, -5.3101757 , -5.30771041, -5.29341171],
 [-5.3101757 , -5.3101757 , -5.30902523, -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.29521959],
 [-5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.29686312],
 [-5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.29653441],
 [-5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.3101757 , -5.29357606],
 [-5.3101757 , -5.3101757 , -5.30918958, -5.3101757 , -5.3101757 , -5.3101757 , -5.30655994, -5.28765936],
