time(s),score,player,coin
0.378262,0,0.4186046,null
0.3804921,0,0.4186046,null
0.3824752,0,0.4186046,null
0.3841005,0,0.4186046,null
0.3865088,0,0.4186046,null
0.3886432,0,0.4186046,null
0.3907502,0,0.4186046,null
0.392783,0,0.4186046,null
0.3945822,0,0.4186046,null
0.3962677,0,0.4186046,null
0.3979908,0,0.4186046,null
0.400053,0,0.4186046,null
0.4021215,0,0.4186046,null
0.4043094,0,0.4186046,null
0.4069047,0,0.4186046,null
0.4096134,0,0.4186046,null
0.4118921,0,0.4186046,null
0.4137733,0,0.4186046,null
0.4158185,0,0.4186046,null
0.4183972,0,0.4127907,null
0.420774,0,0.4127907,null
0.4232463,0,0.4127907,null
0.425297,0,0.4127907,null
0.4278553,0,0.4127907,null
0.4296303,0,0.4127907,null
0.4315615,0,0.4127907,null
0.4334824,0,0.4127907,null
0.4356322,0,0.4127907,null
0.4380511,0,0.4127907,null
0.4403695,0,0.4127907,null
0.4422268,0,0.4127907,null
0.4443192,0,0.4127907,null
0.4461224,0,0.4127907,null
0.4486969,0,0.4069767,null
0.4507177,0,0.4069767,null
0.4524852,0,0.4069767,null
0.4543272,0,0.4069767,null
0.4565934,0,0.4069767,null
0.4591402,0,0.4069767,null
0.4617931,0,0.4069767,null
0.4643369,0,0.4069767,null
0.4662058,0,0.4069767,null
0.468,0,0.4069767,null
0.4701742,0,0.4069767,null
0.4719609,0,0.4069767,null
0.4736945,0,0.4069767,null
0.4758002,0,0.4069767,null
0.4781591,0,0.4069767,null
0.4802987,0,0.4069767,null
0.4823358,0,0.4069767,null
0.4846626,0,0.4069767,null
0.486834,0,0.4069767,null
0.4889654,0,0.4069767,null
0.4911314,0,0.4069767,null
0.4934141,0,0.4069767,null
0.4956868,0,0.4069767,null
0.4978409,0,0.4069767,null
0.4997003,0,0.4069767,null
0.5015589,0,0.4069767,null
0.5038424,0,0.4069767,null
0.5077524,0,0.4069767,null
0.5102394,0,0.4069767,null
0.5123639,0,0.4069767,null
0.5141477,0,0.4069767,null
0.5157845,0,0.4069767,null
0.5176614,0,0.4069767,null
0.5194643,0,0.4069767,null
0.5211911,0,0.4069767,null
0.522918,0,0.4069767,null
0.5246688,0,0.4069767,null
0.5271751,0,0.4069767,null
0.5297104,0,0.4069767,null
0.5320247,0,0.4069767,null
0.5341423,0,0.4069767,null
0.5363833,0,0.4069767,null
0.5385067,0,0.4069767,null
0.5402622,0,0.4069767,null
0.5426295,0,0.4127907,null
0.5449901,0,0.4127907,null
0.5474927,0,0.4127907,null
0.5493342,0,0.4127907,null
0.551164,0,0.4127907,null
0.5528623,0,0.4127907,null
0.5547537,0,0.4127907,null
0.5564549,0,0.4127907,null
0.5586305,0,0.4127907,null
0.5612384,0,0.4127907,null
0.5633509,0,0.4127907,null
0.5651218,0,0.4127907,null
0.5668359,0,0.4127907,null
0.5690163,0,0.4127907,null
0.5715879,0,0.4127907,null
0.5736517,0,0.4127907,null
0.5762016,0,0.4127907,null
0.5789899,0,0.4127907,null
0.5809489,0,0.4127907,null
0.582827,0,0.4127907,null
0.5846651,0,0.4127907,null
0.586787,0,0.4127907,null
0.5895979,0,0.4360465,null
0.5922647,0,0.4360465,null
0.5942954,0,0.4360465,null
0.596439,0,0.4360465,null
0.5982396,0,0.4360465,null
0.6000881,0,0.4360465,null
0.6021371,0,0.4360465,null
0.6048545,0,0.4360465,null
0.6073239,0,0.4360465,null
0.6098292,0,0.4360465,null
0.6115761,0,0.4360465,null
0.6133063,0,0.4360465,null
0.6150112,0,0.4360465,null
0.6175762,0,0.4360465,null
0.6197627,0,0.4360465,null
0.6219732,0,0.4360465,null
0.6244106,0,0.4360465,null
0.6270078,0,0.4360465,null
0.6293631,0,0.4360465,null
0.6314963,0,0.4360465,null
0.6343418,0,0.4360465,null
0.6365564,0,0.4360465,null
0.6384363,0,0.4360465,null
0.6401365,0,0.4360465,null
0.6427538,0,0.4360465,null
0.645043,0,0.4360465,null
0.6470565,0,0.4360465,null
0.6493559,0,0.4360465,null
0.6512926,0,0.4360465,null
0.6530961,0,0.4360465,null
0.6549498,0,0.4360465,null
0.6570995,0,0.4360465,null
0.6590654,0,0.4360465,null
0.6610278,0,0.4360465,null
0.6628428,0,0.4360465,null
0.6653578,0,0.4360465,null
0.6678609,0,0.4360465,null
0.6701986,0,0.4360465,null
0.6728833,0,0.4360465,null
0.6751538,0,0.4360465,null
0.6776356,0,0.4360465,null
0.6800711,0,0.4476744,null
0.682481,0,0.4476744,null
0.6843335,0,0.4476744,null
0.6862999,0,0.4476744,null
0.6883591,0,0.4476744,null
0.6900403,0,0.4476744,null
0.6919004,0,0.4476744,null
0.6939408,0,0.4476744,null
0.6961843,0,0.4476744,null
0.6986591,0,0.4476744,null
0.7005761,0,0.4476744,null
0.7023028,0,0.4476744,null
0.7044479,0,0.4476744,null
0.7076555,0,0.4476744,null
0.7098451,0,0.4476744,null
0.7126147,0,0.4476744,null
0.7150151,0,0.4476744,null
0.7174315,0,0.4476744,null
0.720237,0,0.4476744,null
0.7220671,0,0.4476744,null
0.7239771,0,0.4476744,null
0.7270187,0,0.4825581,null
0.7294691,0,0.4825581,null
0.7312465,0,0.4825581,null
0.7329533,0,0.4825581,null
0.7347094,0,0.4825581,null
0.7365084,0,0.4825581,null
0.7382172,0,0.4825581,null
0.7460366,0,0.4825581,null
0.7481957,0,0.4825581,null
0.7500977,0,0.4825581,null
0.751838,0,0.4825581,null
0.7538181,0,0.4825581,null
0.7558055,0,0.4825581,null
0.7580746,0,0.4825581,null
0.7607751,0,0.4825581,null
0.7636789,0,0.4825581,null
0.7658734,0,0.4825581,null
0.7677835,0,0.4825581,null
0.7696119,0,0.4825581,null
0.7714043,0,0.4825581,null
0.7736968,0,0.4825581,null
0.776097,0,0.4825581,null
0.7787245,0,0.4825581,null
0.7806927,0,0.4825581,null
0.7823059,0,0.4825581,null
0.7837836,0,0.4825581,null
0.7852709,0,0.4825581,null
0.7869665,0,0.4825581,null
0.7887094,0,0.4825581,null
0.79028,0,0.4825581,null
0.7919335,0,0.4825581,null
0.7936876,0,0.4825581,null
0.7953665,0,0.4825581,null
0.797227,0,0.4825581,null
0.7990645,0,0.4825581,null
0.8008404,0,0.4825581,null
0.8025253,0,0.4825581,null
0.8042966,0,0.4825581,null
0.8060162,0,0.4825581,null
0.8089159,0,0.4825581,null
0.8114121,0,0.4825581,null
0.8131043,0,0.4825581,null
0.8146116,0,0.4825581,null
0.8161045,0,0.4825581,null
0.8176599,0,0.4825581,null
0.8191668,0,0.4825581,null
0.8215052,0,0.5,null
0.8232703,0,0.5,null
0.8252998,0,0.5,null
0.8275013,0,0.5,null
0.8292548,0,0.5,null
0.8307176,0,0.5,null
0.8323317,0,0.5,null
0.8338221,0,0.5,null
0.8355919,0,0.5,null
0.8375765,0,0.5,null
0.8395506,0,0.5,null
0.8416743,0,0.5,null
0.8440386,0,0.5,null
0.8459756,0,0.5,null
0.8476062,0,0.5,null
0.8492659,0,0.5,null
0.8511324,0,0.5,null
0.8533667,0,0.5,null
0.8552951,0,0.5,null
0.857847,0,0.5,null
0.859905,0,0.5,null
0.861572,0,0.5,null
0.8632105,0,0.5,null
0.8646787,0,0.5,null
0.8662606,0,0.5,null
0.8683384,0,0.5,null
0.8699857,0,0.5,null
0.8716298,0,0.5,null
0.8731173,0,0.5,null
0.8745614,0,0.5,null
0.8766696,0,0.5,null
0.8783576,0,0.5,null
0.8798987,0,0.5,null
0.8814914,0,0.5,null
0.8835443,0,0.5,null
0.8854687,0,0.5,null
0.8873803,0,0.5,null
0.8889659,0,0.5,null
0.8904162,0,0.5,null
0.8921702,0,0.5,null
0.8943827,0,0.5,null
0.896129,0,0.5,null
0.8979542,0,0.5,null
0.9001024,0,0.5,null
0.9020267,0,0.5,null
0.9041263,0,0.5,null
0.9061128,0,0.5,null
0.9096127,0,0.5,null
0.9112912,0,0.5,null
0.9131935,0,0.5,null
0.915038,0,0.5,null
0.9166288,0,0.5,null
0.9181826,0,0.5,null
0.9198071,0,0.5,null
0.9215181,0,0.5,null
0.9232352,0,0.5,null
0.925106,0,0.5,null
0.9272553,0,0.5,null
0.9299404,0,0.5,null
0.9317449,0,0.5,null
0.9333028,0,0.5,null
0.9348581,0,0.5,null
0.9369817,0,0.5,null
0.9391525,0,0.5,null
0.9408229,0,0.5,null
0.9424933,0,0.5,null
0.9451432,0,0.5,null
0.9473284,0,0.5,null
0.9492803,0,0.5,null
0.9511753,0,0.5,null
0.9530346,0,0.5,null
0.9545776,0,0.5,null
0.9561553,0,0.5,null
0.9576021,0,0.5,null
0.9598329,0,0.5,null
0.9630564,0,0.5,null
0.965476,0,0.5,null
0.9680334,0,0.5,null
0.970516,0,0.5,null
0.972313,0,0.5,null
0.9745864,0,0.5,null
0.9781626,0,0.5,null
0.9802603,0,0.5,null
0.982147,0,0.5,null
0.9843976,0,0.5,null
0.9864805,0,0.5,null
0.9884809,0,0.5,null
0.9908103,0,0.5,null
0.9930807,0,0.5,null
0.9953158,0,0.5,null
0.9974232,0,0.5,null
0.9995165,0,0.5,null
1.001233,0,0.5,null
1.003042,0,0.5,null
1.004926,0,0.5,null
1.007342,0,0.5,null
1.00973,0,0.5,null
1.011942,0,0.5,null
1.013867,0,0.5,null
1.016116,0,0.5,null
1.018265,0,0.5,null
1.020033,0,0.5,null
1.021978,0,0.5,null
1.02372,0,0.5,null
1.026088,0,0.5,null
1.028437,0,0.5,null
1.030493,0,0.5,null
1.032256,0,0.5,null
1.033955,0,0.5,null
1.036,0,0.5,null
1.038297,0,0.5,null
1.040521,0,0.5,null
1.043106,0,0.5,null
1.045253,0,0.5,null
1.047451,0,0.5,null
1.049288,0,0.5,null
1.051246,0,0.5,null
1.053699,0,0.4825581,null
1.056054,0,0.4825581,null
1.058098,0,0.4825581,null
1.060183,0,0.4825581,null
1.062147,0,0.4825581,null
1.064061,0,0.4825581,null
1.066193,0,0.4825581,null
1.068589,0,0.4825581,null
1.07089,0,0.4825581,null
1.072664,0,0.4825581,null
1.074405,0,0.4825581,null
1.076288,0,0.4825581,null
1.078091,0,0.4825581,null
1.079941,0,0.4825581,null
1.081733,0,0.4825581,null
1.083722,0,0.4825581,null
1.085897,0,0.4825581,null
1.08816,0,0.4825581,null
1.090398,0,0.4825581,null
1.092371,0,0.4825581,null
1.094287,0,0.4825581,null
1.096051,0,0.4825581,null
1.098372,0,0.4825581,null
1.101299,0,0.4651163,null
1.103522,0,0.4651163,null
1.105764,0,0.4651163,null
1.107797,0,0.4651163,null
1.111315,0,0.4651163,null
1.113087,0,0.4651163,null
1.114902,0,0.4651163,null
1.116873,0,0.4651163,null
1.118602,0,0.4651163,null
1.120335,0,0.4651163,null
1.122028,0,0.4651163,null
1.12378,0,0.4651163,null
1.125621,0,0.4651163,null
1.127612,0,0.4651163,null
1.129644,0,0.4651163,null
1.131779,0,0.4651163,null
1.133823,0,0.4651163,null
1.135958,0,0.4651163,null
1.138113,0,0.4651163,null
1.139863,0,0.4651163,null
1.141706,0,0.4651163,null
1.144479,0,0.4651163,null
1.147495,0,0.4418605,null
1.150105,0,0.4418605,null
1.152027,0,0.4418605,null
1.153809,0,0.4418605,null
1.155845,0,0.4418605,null
1.157587,0,0.4418605,null
1.159706,0,0.4418605,null
1.162032,0,0.4418605,null
1.163981,0,0.4418605,null
1.165959,0,0.4418605,null
1.168224,0,0.4418605,null
1.170318,0,0.4418605,null
1.172465,0,0.4418605,null
1.174162,0,0.4418605,null
1.176574,0,0.4418605,null
1.180279,0,0.4418605,null
1.182431,0,0.4418605,null
1.184245,0,0.4418605,null
1.186025,0,0.4418605,null
1.187778,0,0.4418605,null
1.189623,0,0.4418605,null
1.191502,0,0.4418605,null
1.194064,0,0.4418605,null
1.196321,0,0.4418605,null
1.198689,0,0.4418605,null
1.201216,0,0.4418605,null
1.20385,0,0.4418605,null
1.205909,0,0.4418605,null
1.207857,0,0.4418605,null
1.210505,0,0.3895349,null
1.212387,0,0.3895349,null
1.214106,0,0.3895349,null
1.215777,0,0.3895349,null
1.217577,0,0.3895349,null
1.219345,0,0.3895349,null
1.221149,0,0.3895349,null
1.222978,0,0.3895349,null
1.225745,0,0.3895349,null
1.228065,0,0.3895349,null
1.229851,0,0.3895349,null
1.23168,0,0.3895349,null
1.233542,0,0.3895349,null
1.235343,0,0.3895349,null
1.237317,0,0.3895349,null
1.2397,0,0.3895349,null
1.242088,0,0.3895349,null
1.244829,0,0.3895349,null
1.248257,0,0.3895349,null
1.250957,0,0.3895349,null
1.253328,0,0.3895349,null
1.255783,0,0.3662791,null
1.258934,0,0.3662791,null
1.261184,0,0.3662791,null
1.263144,0,0.3662791,null
1.264913,0,0.3662791,null
1.266591,0,0.3662791,null
1.268468,0,0.3662791,null
1.270239,0,0.3662791,null
1.272104,0,0.3662791,null
1.273833,0,0.3662791,null
1.275626,0,0.3662791,null
1.277625,0,0.3662791,null
1.279426,0,0.3662791,null
1.281122,0,0.3662791,null
1.282975,0,0.3662791,null
1.284721,0,0.3662791,null
1.286985,0,0.3662791,null
1.289275,0,0.3662791,null
1.291983,0,0.3662791,null
1.295016,0,0.3662791,null
1.297246,0,0.3662791,null
1.299074,0,0.3662791,null
1.300783,0,0.3662791,null
1.303286,0,0.3372093,null
1.305763,0,0.3372093,null
1.30776,0,0.3372093,null
1.309863,0,0.3372093,null
1.313223,0,0.3372093,null
1.314979,0,0.3372093,null
1.316674,0,0.3372093,null
1.318729,0,0.3372093,null
1.320708,0,0.3372093,null
1.322455,0,0.3372093,null
1.324174,0,0.3372093,null
1.326199,0,0.3372093,null
1.328135,0,0.3372093,null
1.330047,0,0.3372093,null
1.332176,0,0.3372093,null
1.334475,0,0.3372093,null
1.336893,0,0.3372093,null
1.339202,0,0.3372093,null
1.341798,0,0.3372093,null
1.344743,0,0.3372093,null
1.346771,0,0.3372093,null
1.348656,0,0.3372093,null
1.35128,0,0.3081395,null
1.353165,0,0.3081395,null
1.354946,0,0.3081395,null
1.356733,0,0.3081395,null
1.358632,0,0.3081395,null
1.360706,0,0.3081395,null
1.362426,0,0.3081395,null
1.364054,0,0.3081395,null
1.365883,0,0.3081395,null
1.367898,0,0.3081395,null
1.369516,0,0.3081395,null
1.371143,0,0.3081395,null
1.37282,0,0.3081395,null
1.374602,0,0.3081395,null
1.37664,0,0.3081395,null
1.378851,0,0.3081395,null
1.38079,0,0.3081395,null
1.382782,0,0.3081395,null
1.385219,0,0.3081395,null
1.387448,0,0.3081395,null
1.389284,0,0.3081395,null
1.390806,0,0.3081395,null
1.392456,0,0.3081395,null
1.394084,0,0.3081395,null
1.395612,0,0.3081395,null
1.397941,0,0.2906977,null
1.399909,0,0.2906977,null
1.401526,0,0.2906977,null
1.403108,0,0.2906977,null
1.404708,0,0.2906977,null
1.406254,0,0.2906977,null
1.407719,0,0.2906977,null
1.409375,0,0.2906977,null
1.411028,0,0.2906977,null
1.412659,0,0.2906977,null
1.414509,0,0.2906977,null
1.416551,0,0.2906977,null
1.418883,0,0.2906977,null
1.420632,0,0.2906977,null
1.422262,0,0.2906977,null
1.423802,0,0.2906977,null
1.425698,0,0.2906977,null
1.42818,0,0.2906977,null
1.430001,0,0.2906977,null
1.432144,0,0.2906977,null
1.433929,0,0.2906977,null
1.435519,0,0.2906977,null
1.437065,0,0.2906977,null
1.438595,0,0.2906977,null
1.440039,0,0.2906977,null
1.441726,0,0.2906977,null
1.444175,0,0.255814,null
1.445906,0,0.255814,null
1.447601,0,0.255814,null
1.44915,0,0.255814,null
1.450679,0,0.255814,null
1.452214,0,0.255814,null
1.45379,0,0.255814,null
1.455421,0,0.255814,null
1.457243,0,0.255814,null
1.459602,0,0.255814,null
1.461823,0,0.255814,null
1.463604,0,0.255814,null
1.465531,0,0.255814,null
1.467469,0,0.255814,null
1.469103,0,0.255814,null
1.470695,0,0.255814,null
1.472229,0,0.255814,null
1.473964,0,0.255814,null
1.476435,0,0.255814,null
1.478646,0,0.255814,null
1.480756,0,0.255814,null
1.482341,0,0.255814,null
1.483916,0,0.255814,null
1.485398,0,0.255814,null
1.487001,0,0.255814,null
1.488583,0,0.255814,null
1.490421,0,0.244186,null
1.492193,0,0.244186,null
1.493958,0,0.244186,null
1.495546,0,0.244186,null
1.497492,0,0.244186,null
1.499864,0,0.244186,null
1.501811,0,0.244186,null
1.503749,0,0.244186,null
1.505847,0,0.244186,null
1.507655,0,0.244186,null
1.509839,0,0.244186,null
1.511706,0,0.244186,null
1.5147,0,0.244186,null
1.516172,0,0.244186,null
1.517643,0,0.244186,null
1.519406,0,0.244186,null
1.521351,0,0.244186,null
1.523398,0,0.244186,null
1.525617,0,0.244186,null
1.527552,0,0.244186,null
1.529206,0,0.244186,null
1.530724,0,0.244186,null
1.532234,0,0.244186,null
1.533699,0,0.244186,null
1.535958,0,0.2383721,null
1.537761,0,0.2383721,null
1.539583,0,0.2383721,null
1.541501,0,0.2383721,null
1.544012,0,0.2383721,null
1.546481,0,0.2383721,null
1.548358,0,0.2383721,null
1.55025,0,0.2383721,null
1.552008,0,0.2383721,null
1.553711,0,0.2383721,null
1.555362,0,0.2383721,null
1.557057,0,0.2383721,null
1.558895,0,0.2383721,null
1.560722,0,0.2383721,null
1.562419,0,0.2383721,null
1.56428,0,0.2383721,null
1.566319,0,0.2383721,null
1.568468,0,0.2383721,null
1.570695,0,0.2383721,null
1.572579,0,0.2383721,null
1.574435,0,0.2383721,null
1.576684,0,0.2383721,null
1.579245,0,0.2383721,null
1.581892,0,0.2383721,null
1.584121,0,0.2383721,null
1.586281,0,0.2383721,null
1.588419,0,0.2383721,null
1.590287,0,0.2383721,null
1.592419,0,0.2383721,null
1.594697,0,0.2383721,null
1.596885,0,0.2383721,null
1.599084,0,0.2383721,null
1.601159,0,0.2383721,null
1.603389,0,0.2383721,null
1.605203,0,0.2383721,null
1.606882,0,0.2383721,null
1.608998,0,0.2383721,null
1.610972,0,0.2383721,null
1.613307,0,0.2383721,null
1.615329,0,0.2383721,null
1.6172,0,0.2383721,null
1.6189,0,0.2383721,null
1.620641,0,0.2383721,null
1.622294,0,0.2383721,null
1.624442,0,0.2383721,null
1.627483,0,0.2383721,null
1.629677,0,0.2383721,null
1.632018,0,0.2383721,null
1.633829,0,0.2383721,null
1.635656,0,0.2383721,null
1.637395,0,0.2383721,null
1.63912,0,0.2383721,null
1.640907,0,0.2383721,null
1.643172,0,0.2383721,null
1.645252,0,0.2383721,null
1.647494,0,0.2383721,null
1.649713,0,0.2383721,null
1.651764,0,0.2383721,null
1.653639,0,0.2383721,null
1.655543,0,0.2383721,null
1.657861,0,0.2383721,null
1.660175,0,0.25,null
1.662047,0,0.25,null
1.663745,0,0.25,null
1.665434,0,0.25,null
1.667109,0,0.25,null
1.668943,0,0.25,null
1.670746,0,0.25,null
1.672525,0,0.25,null
1.674373,0,0.25,null
1.676689,0,0.25,null
1.679063,0,0.25,null
1.681229,0,0.25,null
1.683141,0,0.25,null
1.684879,0,0.25,null
1.686757,0,0.25,null
1.688787,0,0.25,null
1.690819,0,0.25,null
1.693575,0,0.25,null
1.695652,0,0.25,null
1.697656,0,0.25,null
1.699365,0,0.25,null
1.701138,0,0.25,null
1.702934,0,0.25,null
1.705298,0,0.2674419,null
1.707712,0,0.2674419,null
1.70978,0,0.2674419,null
1.711579,0,0.2674419,null
1.713213,0,0.2674419,null
1.716406,0,0.2674419,null
1.718146,0,0.2674419,null
1.719947,0,0.2674419,null
1.722184,0,0.2674419,null
1.724401,0,0.2674419,null
1.72666,0,0.2674419,null
1.729246,0,0.2674419,null
1.731072,0,0.2674419,null
1.732883,0,0.2674419,null
1.734537,0,0.2674419,null
1.736722,0,0.2674419,null
1.73907,0,0.2674419,null
1.741482,0,0.2674419,null
1.744103,0,0.2674419,null
1.746145,0,0.2674419,null
1.747997,0,0.2674419,null
1.749806,0,0.2674419,null
1.752095,0,0.2790698,null
1.754512,0,0.2790698,null
1.756457,0,0.2790698,null
1.758148,0,0.2790698,null
1.760575,0,0.2790698,null
1.762306,0,0.2790698,null
1.764254,0,0.2790698,null
1.766693,0,0.2790698,null
1.769065,0,0.2790698,null
1.771034,0,0.2790698,null
1.772874,0,0.2790698,null
1.774641,0,0.2790698,null
1.777232,0,0.2790698,null
1.779105,0,0.2790698,null
1.780849,0,0.2790698,null
1.782813,0,0.2790698,null
1.784985,0,0.2790698,null
1.787641,0,0.2790698,null
1.789775,0,0.2790698,null
1.791779,0,0.2790698,null
1.793803,0,0.2790698,null
1.795549,0,0.2790698,null
1.79772,0,0.2965116,null
1.800357,0,0.2965116,null
1.802228,0,0.2965116,null
1.803958,0,0.2965116,null
1.805652,0,0.2965116,null
1.807661,0,0.2965116,null
1.809995,0,0.2965116,null
1.812396,0,0.2965116,null
1.814746,0,0.2965116,null
1.816839,0,0.2965116,null
1.818949,0,0.2965116,null
1.820734,0,0.2965116,null
1.822486,0,0.2965116,null
1.824176,0,0.2965116,null
1.82606,0,0.2965116,null
1.827988,0,0.2965116,null
1.830331,0,0.2965116,null
1.832631,0,0.2965116,null
1.834838,0,0.2965116,null
1.837011,0,0.2965116,null
1.839627,0,0.2965116,null
1.841888,0,0.2965116,null
1.844473,0,0.2965116,null
1.84664,0,0.3430233,null
1.848795,0,0.3430233,null
1.850971,0,0.3430233,null
1.852965,0,0.3430233,null
1.855072,0,0.3430233,null
1.856855,0,0.3430233,null
1.859027,0,0.3430233,null
1.861737,0,0.3430233,null
1.863714,0,0.3430233,null
1.865926,0,0.3430233,null
1.867849,0,0.3430233,null
1.869644,0,0.3430233,null
1.871434,0,0.3430233,null
1.873187,0,0.3430233,null
1.875333,0,0.3430233,null
1.877481,0,0.3430233,null
1.879467,0,0.3430233,null
1.881585,0,0.3430233,null
1.88359,0,0.3430233,null
1.885323,0,0.3430233,null
1.887123,0,0.3430233,null
1.888879,0,0.3430233,null
1.89074,0,0.3430233,null
1.89339,0,0.3662791,null
1.895688,0,0.3662791,null
1.898426,0,0.3662791,null
1.900703,0,0.3662791,null
1.902513,0,0.3662791,null
1.904392,0,0.3662791,null
1.906144,0,0.3662791,null
1.908459,0,0.3662791,null
1.910964,0,0.3662791,null
1.912881,0,0.3662791,null
1.914697,0,0.3662791,null
1.917896,0,0.3662791,null
1.919847,0,0.3662791,null
1.921924,0,0.3662791,null
1.924,0,0.3662791,null
1.926339,0,0.3662791,null
1.928737,0,0.3662791,null
1.930407,0,0.3662791,null
1.932015,0,0.3662791,null
1.933681,0,0.3662791,null
1.935511,0,0.3662791,null
1.937552,0,0.3662791,null
1.940305,0,0.3895349,null
1.942511,0,0.3895349,null
1.94455,0,0.3895349,null
1.946196,0,0.3895349,null
1.947721,0,0.3895349,null
1.949242,0,0.3895349,null
1.950808,0,0.3895349,null
1.952343,0,0.3895349,null
1.954048,0,0.3895349,null
1.95561,0,0.3895349,null
1.957164,0,0.3895349,null
1.958761,0,0.3895349,null
1.960535,0,0.3895349,null
1.962111,0,0.3895349,null
